User ID,Device ID,Device,Interaction Type,Status,Timestamp
2,SP04847,Smart Plug,turn off,on,2024-12-15 01:37:35
8,SH02915,Smart Hub,check device status,connected,2024-12-15 01:30:35
9,SP05549,Smart Plug,turn off,on,2024-12-15 00:49:35
8,AC00442,Air Conditioner,mode change,powered on,2024-12-15 01:01:35
9,SLK6864,Smart Lock,lock,unlocked,2024-12-15 01:02:35
6,SH03248,Smart Hub,add new device,connected,2024-12-15 01:34:35
3,SH08365,Smart Hub,add new device,connected,2024-12-15 00:49:35
5,V007194,Vacuum,start cleaning,idle,2024-12-15 01:22:35
7,SLK6855,Smart Lock,lock,locking in progress,2024-12-15 01:30:35
5,SS03604,Smart Scale,check BMI,measuring,2024-12-15 00:51:35
5,SH03182,Smart Hub,check device status,disconnected,2024-12-15 00:43:35
7,SH06879,Smart Hub,add new device,connected,2024-12-15 01:34:35
2,SSC0862,Smart Security Camera,stop recording,recording,2024-12-15 01:03:35
9,SSC8077,Smart Security Camera,rotate camera,recording,2024-12-15 01:36:35
9,AC06813,Air Conditioner,mode change,powered on,2024-12-15 00:51:35
8,SH09723,Smart Hub,check device status,disconnected,2024-12-15 01:28:35
3,SCM2671,Smart Coffee Machine,start brewing,idle,2024-12-15 00:45:35
1,SP07341,Smart Plug,turn on,off,2024-12-15 00:53:35
8,SSC7723,Smart Security Camera,rotate camera,recording,2024-12-15 00:46:35
1,SCM8177,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:17:35
8,SP01970,Smart Plug,check power consumption,on,2024-12-15 01:08:35
9,SH07521,Smart Hub,check device status,disconnected,2024-12-15 00:57:35
4,SSC8833,Smart Security Camera,stop recording,recording,2024-12-15 00:49:35
2,SS02869,Smart Scale,measure weight,measuring,2024-12-15 00:58:35
1,SCM5827,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:31:35
8,T004130,TV,mute,on,2024-12-15 01:32:35
7,SS05257,Smart Scale,check BMI,idle,2024-12-15 01:09:35
6,SL07354,Smart Light,brightness change,on,2024-12-15 01:41:35
7,V005281,Vacuum,stop cleaning,cleaning,2024-12-15 01:16:35
1,SL04095,Smart Light,mode change,on,2024-12-15 00:48:35
1,SCM3836,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:33:35
6,SS06968,Smart Scale,measure weight,measuring,2024-12-15 00:45:35
1,SH02296,Smart Hub,check device status,disconnected,2024-12-15 01:04:35
1,SH02363,Smart Hub,add new device,connected,2024-12-15 01:19:35
7,SH00495,Smart Hub,add new device,connected,2024-12-15 01:39:35
2,SH03113,Smart Hub,check device status,connected,2024-12-15 01:34:35
5,SH08993,Smart Hub,add new device,connected,2024-12-15 01:05:35
9,T004212,TV,volume change,on,2024-12-15 01:33:35
9,SLK2689,Smart Lock,lock,locking in progress,2024-12-15 01:28:35
8,AC05949,Air Conditioner,fan speed change,powered on,2024-12-15 00:50:35
8,SLK0596,Smart Lock,check status,unlocked,2024-12-15 01:17:35
3,SCM7451,Smart Coffee Machine,start brewing,idle,2024-12-15 00:55:35
1,SH07727,Smart Hub,add new device,connected,2024-12-15 01:10:35
6,SP03655,Smart Plug,turn off,on,2024-12-15 01:39:35
8,SS04935,Smart Scale,check BMI,measuring,2024-12-15 01:36:35
3,V000595,Vacuum,stop cleaning,cleaning,2024-12-15 01:36:35
4,SH03656,Smart Hub,check device status,disconnected,2024-12-15 00:54:35
4,SCM1741,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:07:35
4,SH07617,Smart Hub,reconnect,disconnected,2024-12-15 00:54:35
6,SSC0884,Smart Security Camera,start recording,idle,2024-12-15 01:00:35
1,SLK1455,Smart Lock,check status,locking in progress,2024-12-15 01:31:35
9,SL09521,Smart Light,mode change,on,2024-12-15 00:53:35
7,SSC8910,Smart Security Camera,stop recording,recording,2024-12-15 01:18:35
7,V004355,Vacuum,stop cleaning,cleaning,2024-12-15 00:44:35
7,T002491,TV,volume change,on,2024-12-15 01:15:35
2,V001669,Vacuum,battery check,idle,2024-12-15 01:01:35
7,SS04154,Smart Scale,check BMI,measuring,2024-12-15 01:41:35
9,SLK2457,Smart Lock,lock,locking in progress,2024-12-15 01:02:35
9,SH07761,Smart Hub,check device status,connected,2024-12-15 01:16:35
9,AC05425,Air Conditioner,temperature change,powered on,2024-12-15 01:12:35
3,SS08226,Smart Scale,check BMI,idle,2024-12-15 01:09:35
8,SH06465,Smart Hub,add new device,connected,2024-12-15 01:14:35
1,V008032,Vacuum,stop cleaning,cleaning,2024-12-15 01:20:35
4,SP01925,Smart Plug,check power consumption,on,2024-12-15 01:01:35
6,SLK1678,Smart Lock,lock,locking in progress,2024-12-15 01:11:35
7,SH06407,Smart Hub,check device status,connected,2024-12-15 01:34:35
5,SLK0834,Smart Lock,check status,unlocked,2024-12-15 01:37:35
5,V006668,Vacuum,stop cleaning,cleaning,2024-12-15 01:08:35
2,SCM1266,Smart Coffee Machine,start brewing,idle,2024-12-15 01:27:35
7,SS08645,Smart Scale,check BMI,idle,2024-12-15 01:05:35
7,SLK8465,Smart Lock,lock,unlocked,2024-12-15 01:34:35
5,SLK5334,Smart Lock,lock,unlocked,2024-12-15 01:21:35
5,F008565,Fridge,door close,powered on,2024-12-15 01:01:35
6,SCM3729,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:37:35
9,SP04443,Smart Plug,turn off,on,2024-12-15 01:11:35
5,SLK0710,Smart Lock,check status,locked,2024-12-15 01:11:35
7,SP07863,Smart Plug,turn off,on,2024-12-15 01:30:35
7,SCM1355,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:23:35
5,SSC9010,Smart Security Camera,rotate camera,idle,2024-12-15 01:04:35
1,AC06406,Air Conditioner,mode change,powered on,2024-12-15 01:13:35
2,SH03656,Smart Hub,add new device,connected,2024-12-15 00:48:35
1,F008790,Fridge,door close,powered on,2024-12-15 01:07:35
1,SP06057,Smart Plug,check power consumption,off,2024-12-15 01:39:35
7,SP03097,Smart Plug,turn on,off,2024-12-15 01:29:35
7,SS00952,Smart Scale,check BMI,idle,2024-12-15 01:27:35
9,SP04827,Smart Plug,check power consumption,on,2024-12-15 01:08:35
3,V000378,Vacuum,battery check,idle,2024-12-15 00:56:35
7,SCM5760,Smart Coffee Machine,start brewing,idle,2024-12-15 00:46:35
9,SP07042,Smart Plug,turn off,on,2024-12-15 01:08:35
5,SH04999,Smart Hub,add new device,connected,2024-12-15 01:07:35
5,SLK8264,Smart Lock,lock,unlocked,2024-12-15 00:55:35
4,V005977,Vacuum,stop cleaning,cleaning,2024-12-15 01:19:35
7,T007438,TV,volume change,on,2024-12-15 01:34:35
7,SH09313,Smart Hub,add new device,connected,2024-12-15 01:15:35
1,SCM8049,Smart Coffee Machine,start brewing,idle,2024-12-15 01:06:35
3,SP06643,Smart Plug,turn off,on,2024-12-15 01:26:35
5,SLK8520,Smart Lock,lock,unlocked,2024-12-15 01:38:35
8,SP02793,Smart Plug,check power consumption,off,2024-12-15 01:26:35
6,SS03905,Smart Scale,check BMI,idle,2024-12-15 00:43:35
5,SSC7833,Smart Security Camera,start recording,idle,2024-12-15 01:12:35
2,SLK0504,Smart Lock,check status,locked,2024-12-15 01:18:35
4,SH01740,Smart Hub,check device status,connected,2024-12-15 00:44:35
3,SS09464,Smart Scale,check BMI,idle,2024-12-15 00:48:35
3,SSC1314,Smart Security Camera,stop recording,recording,2024-12-15 01:16:35
4,F000676,Fridge,door open,powered on,2024-12-15 01:10:35
8,SSC0052,Smart Security Camera,rotate camera,idle,2024-12-15 01:01:35
1,SSC8429,Smart Security Camera,rotate camera,recording,2024-12-15 00:54:35
7,SP09156,Smart Plug,turn off,on,2024-12-15 01:18:35
5,V006266,Vacuum,battery check,idle,2024-12-15 01:40:35
4,SP07584,Smart Plug,turn off,on,2024-12-15 01:17:35
7,SLK2489,Smart Lock,check status,locked,2024-12-15 01:22:35
6,SP06830,Smart Plug,turn on,off,2024-12-15 00:45:35
2,SL05416,Smart Light,brightness change,on,2024-12-15 01:26:35
2,AC06980,Air Conditioner,mode change,powered on,2024-12-15 01:25:35
5,F008398,Fridge,door close,powered on,2024-12-15 00:55:35
7,F001126,Fridge,door close,powered on,2024-12-15 01:08:35
5,F005509,Fridge,door close,powered on,2024-12-15 01:41:35
9,SCM1028,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:38:35
6,SSC6591,Smart Security Camera,start recording,idle,2024-12-15 01:18:35
7,SSC8405,Smart Security Camera,stop recording,recording,2024-12-15 01:11:35
5,SSC7790,Smart Security Camera,start recording,idle,2024-12-15 01:13:35
1,SCM0225,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:31:35
5,SH01638,Smart Hub,add new device,connected,2024-12-15 00:43:35
4,V008322,Vacuum,start cleaning,idle,2024-12-15 01:24:35
9,SSC9632,Smart Security Camera,start recording,idle,2024-12-15 01:36:35
3,SL09691,Smart Light,brightness change,on,2024-12-15 00:42:35
4,SP08408,Smart Plug,check power consumption,on,2024-12-15 01:41:35
2,SSC5090,Smart Security Camera,stop recording,recording,2024-12-15 00:48:35
3,SS08520,Smart Scale,check BMI,measuring,2024-12-15 00:44:35
8,SP07016,Smart Plug,check power consumption,on,2024-12-15 01:14:35
3,V000376,Vacuum,stop cleaning,cleaning,2024-12-15 01:13:35
2,SH04728,Smart Hub,add new device,connected,2024-12-15 01:34:35
4,AC00000,Air Conditioner,temperature change,powered on,2024-12-15 00:57:35
7,AC06114,Air Conditioner,temperature change,powered on,2024-12-15 01:20:35
9,SCM2421,Smart Coffee Machine,start brewing,idle,2024-12-15 01:13:35
8,T002768,TV,mute,on,2024-12-15 01:13:35
2,SCM9905,Smart Coffee Machine,start brewing,idle,2024-12-15 00:55:35
9,F004809,Fridge,door close,powered on,2024-12-15 00:45:35
8,F005435,Fridge,door open,powered on,2024-12-15 00:47:35
4,F008085,Fridge,door close,powered on,2024-12-15 00:55:35
4,SCM8415,Smart Coffee Machine,check coffee level,idle,2024-12-15 00:57:35
3,F001268,Fridge,door open,powered on,2024-12-15 00:46:35
8,SP02351,Smart Plug,turn on,off,2024-12-15 01:09:35
3,SH00907,Smart Hub,check device status,connected,2024-12-15 01:36:35
6,SH04800,Smart Hub,add new device,connected,2024-12-15 00:59:35
1,SSC5279,Smart Security Camera,stop recording,recording,2024-12-15 01:22:35
7,SSC7323,Smart Security Camera,start recording,idle,2024-12-15 00:58:35
6,SP07291,Smart Plug,turn off,on,2024-12-15 00:57:35
2,SCM3297,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:53:35
3,F003795,Fridge,temperature change,powered on,2024-12-15 01:09:35
1,SCM7033,Smart Coffee Machine,start brewing,idle,2024-12-15 00:44:35
8,SH06848,Smart Hub,check device status,disconnected,2024-12-15 01:30:35
5,SCM6112,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:03:35
5,SH07237,Smart Hub,reconnect,disconnected,2024-12-15 01:27:35
6,SH06305,Smart Hub,add new device,connected,2024-12-15 00:58:35
7,SS07996,Smart Scale,check BMI,idle,2024-12-15 01:01:35
7,V008930,Vacuum,stop cleaning,cleaning,2024-12-15 00:54:35
4,SL06520,Smart Light,color change,on,2024-12-15 01:16:35
6,SH06835,Smart Hub,check device status,connected,2024-12-15 01:25:35
6,SH05584,Smart Hub,check device status,disconnected,2024-12-15 01:12:35
1,SSC4440,Smart Security Camera,start recording,idle,2024-12-15 01:10:35
3,SS09449,Smart Scale,measure weight,measuring,2024-12-15 01:01:35
5,SS06918,Smart Scale,check BMI,measuring,2024-12-15 01:30:35
1,V009132,Vacuum,stop cleaning,cleaning,2024-12-15 01:07:35
7,SCM8291,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:06:35
5,SS09105,Smart Scale,check BMI,idle,2024-12-15 01:31:35
4,SSC5370,Smart Security Camera,start recording,idle,2024-12-15 01:07:35
1,SSC4728,Smart Security Camera,start recording,idle,2024-12-15 00:54:35
2,SSC5309,Smart Security Camera,rotate camera,recording,2024-12-15 01:02:35
7,SH09675,Smart Hub,check device status,disconnected,2024-12-15 00:54:35
3,SP06188,Smart Plug,turn off,on,2024-12-15 01:39:35
5,SSC2860,Smart Security Camera,rotate camera,idle,2024-12-15 00:44:35
5,AC06772,Air Conditioner,fan speed change,powered on,2024-12-15 01:07:35
5,V009601,Vacuum,start cleaning,idle,2024-12-15 01:11:35
9,T005237,TV,volume change,on,2024-12-15 01:03:35
8,SSC3905,Smart Security Camera,stop recording,recording,2024-12-15 01:02:35
3,V001260,Vacuum,battery check,idle,2024-12-15 01:00:35
8,SSC2728,Smart Security Camera,rotate camera,idle,2024-12-15 00:45:35
9,SS01154,Smart Scale,measure weight,measuring,2024-12-15 01:14:35
1,SS09560,Smart Scale,check BMI,measuring,2024-12-15 01:04:35
7,T003599,TV,mute,on,2024-12-15 01:12:35
7,AC06073,Air Conditioner,fan speed change,powered on,2024-12-15 00:47:35
7,SLK3837,Smart Lock,unlock,locked,2024-12-15 01:40:35
6,SL00733,Smart Light,brightness change,on,2024-12-15 00:50:35
4,T006034,TV,mute,on,2024-12-15 01:09:35
8,SLK8833,Smart Lock,lock,unlocked,2024-12-15 00:42:35
9,SSC4703,Smart Security Camera,rotate camera,recording,2024-12-15 00:49:35
9,SH05864,Smart Hub,check device status,disconnected,2024-12-15 01:34:35
7,SCM2815,Smart Coffee Machine,start brewing,idle,2024-12-15 00:48:35
9,T007741,TV,mute,on,2024-12-15 01:24:35
9,SSC7031,Smart Security Camera,start recording,idle,2024-12-15 01:38:35
8,SLK6803,Smart Lock,lock,locking in progress,2024-12-15 00:42:35
9,SSC6626,Smart Security Camera,stop recording,recording,2024-12-15 01:19:35
6,SH01674,Smart Hub,check device status,connected,2024-12-15 01:00:35
5,SSC3155,Smart Security Camera,rotate camera,recording,2024-12-15 01:37:35
2,SCM4440,Smart Coffee Machine,stop brewing,brewing,2024-12-15 00:47:35
3,SS05769,Smart Scale,measure weight,measuring,2024-12-15 01:28:35
8,SSC4643,Smart Security Camera,stop recording,recording,2024-12-15 01:27:35
3,SP02597,Smart Plug,turn on,off,2024-12-15 01:23:35
7,SCM5587,Smart Coffee Machine,stop brewing,brewing,2024-12-15 00:48:35
4,SSC8976,Smart Security Camera,start recording,idle,2024-12-15 01:07:35
9,SP06496,Smart Plug,turn off,on,2024-12-15 00:42:35
7,SH00317,Smart Hub,reconnect,disconnected,2024-12-15 00:47:35
9,V009533,Vacuum,battery check,idle,2024-12-15 01:19:35
5,SSC7728,Smart Security Camera,start recording,idle,2024-12-15 01:32:35
1,SS08010,Smart Scale,measure weight,measuring,2024-12-15 01:05:35
1,V002248,Vacuum,stop cleaning,cleaning,2024-12-15 00:43:35
9,T006534,TV,volume change,on,2024-12-15 01:09:35
8,AC03129,Air Conditioner,mode change,powered on,2024-12-15 01:38:35
3,AC02831,Air Conditioner,temperature change,powered on,2024-12-15 01:10:35
8,F007743,Fridge,door close,powered on,2024-12-15 01:09:35
4,SS01299,Smart Scale,measure weight,measuring,2024-12-15 00:49:35
6,SLK5148,Smart Lock,lock,unlocked,2024-12-15 01:03:35
8,SH05882,Smart Hub,reconnect,disconnected,2024-12-15 01:10:35
3,SH08812,Smart Hub,add new device,connected,2024-12-15 00:45:35
9,SSC8687,Smart Security Camera,rotate camera,idle,2024-12-15 00:52:35
3,SSC2356,Smart Security Camera,stop recording,recording,2024-12-15 00:56:35
7,SH00914,Smart Hub,add new device,connected,2024-12-15 01:25:35
6,SL04080,Smart Light,mode change,on,2024-12-15 01:05:35
8,SP02066,Smart Plug,turn on,off,2024-12-15 01:40:35
2,SLK6808,Smart Lock,check status,locking in progress,2024-12-15 01:40:35
3,SS00591,Smart Scale,check BMI,idle,2024-12-15 01:13:35
3,V008500,Vacuum,stop cleaning,cleaning,2024-12-15 01:28:35
6,F004570,Fridge,temperature change,powered on,2024-12-15 01:29:35
7,SP04744,Smart Plug,check power consumption,on,2024-12-15 01:04:35
1,SP07602,Smart Plug,turn off,on,2024-12-15 01:00:35
3,SCM4658,Smart Coffee Machine,start brewing,idle,2024-12-15 01:36:35
8,V001620,Vacuum,stop cleaning,cleaning,2024-12-15 01:03:35
1,SH08443,Smart Hub,check device status,disconnected,2024-12-15 00:49:35
4,SCM1523,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:15:35
3,SP01019,Smart Plug,turn off,on,2024-12-15 01:04:35
6,SS00106,Smart Scale,measure weight,measuring,2024-12-15 01:13:35
1,SSC2538,Smart Security Camera,rotate camera,idle,2024-12-15 01:36:35
4,SSC6789,Smart Security Camera,rotate camera,idle,2024-12-15 00:44:35
2,SH06341,Smart Hub,add new device,connected,2024-12-15 01:28:35
3,SCM0526,Smart Coffee Machine,start brewing,idle,2024-12-15 01:30:35
5,SP06746,Smart Plug,turn off,on,2024-12-15 01:21:35
3,AC03497,Air Conditioner,fan speed change,powered on,2024-12-15 01:06:35
8,SH03484,Smart Hub,add new device,connected,2024-12-15 01:27:35
6,V002493,Vacuum,stop cleaning,cleaning,2024-12-15 00:53:35
6,SL09775,Smart Light,color change,on,2024-12-15 00:44:35
2,SH04493,Smart Hub,add new device,connected,2024-12-15 00:45:35
2,SP02961,Smart Plug,turn off,on,2024-12-15 01:40:35
9,SH09711,Smart Hub,add new device,connected,2024-12-15 00:58:35
3,SP09460,Smart Plug,check power consumption,off,2024-12-15 00:42:35
3,SSC1760,Smart Security Camera,rotate camera,idle,2024-12-15 01:10:35
3,SH05572,Smart Hub,check device status,disconnected,2024-12-15 00:59:35
4,SH07231,Smart Hub,add new device,connected,2024-12-15 01:00:35
4,SP02582,Smart Plug,turn on,off,2024-12-15 01:12:35
4,V001902,Vacuum,battery check,idle,2024-12-15 00:48:35
5,AC04861,Air Conditioner,mode change,powered on,2024-12-15 01:04:35
3,SLK7809,Smart Lock,check status,locked,2024-12-15 01:31:35
7,SSC6649,Smart Security Camera,rotate camera,idle,2024-12-15 01:34:35
4,AC00907,Air Conditioner,mode change,powered on,2024-12-15 01:10:35
4,SSC8597,Smart Security Camera,rotate camera,recording,2024-12-15 01:15:35
7,SP09295,Smart Plug,check power consumption,off,2024-12-15 01:30:35
1,SSC5155,Smart Security Camera,rotate camera,idle,2024-12-15 01:02:35
5,SS08490,Smart Scale,check BMI,idle,2024-12-15 01:22:35
5,T009024,TV,channel change,on,2024-12-15 01:21:35
8,SP04554,Smart Plug,check power consumption,on,2024-12-15 01:24:35
4,SS00112,Smart Scale,check BMI,measuring,2024-12-15 01:16:35
5,V007432,Vacuum,stop cleaning,cleaning,2024-12-15 01:34:35
5,SH06265,Smart Hub,add new device,connected,2024-12-15 01:40:35
8,SLK1758,Smart Lock,check status,locking in progress,2024-12-15 01:31:35
4,SS03891,Smart Scale,measure weight,measuring,2024-12-15 00:58:35
8,SSC5339,Smart Security Camera,stop recording,recording,2024-12-15 01:28:35
9,SCM7487,Smart Coffee Machine,check coffee level,idle,2024-12-15 00:48:35
8,SL05022,Smart Light,color change,on,2024-12-15 01:40:35
3,SH07313,Smart Hub,check device status,connected,2024-12-15 01:04:35
3,SL09891,Smart Light,color change,on,2024-12-15 01:18:35
8,SCM3845,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:15:35
7,SS01099,Smart Scale,check BMI,idle,2024-12-15 01:04:35
3,SCM3575,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:21:35
8,SCM8767,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:17:35
9,T003352,TV,channel change,on,2024-12-15 01:24:35
9,SS00669,Smart Scale,check BMI,idle,2024-12-15 01:36:35
5,SH00882,Smart Hub,add new device,connected,2024-12-15 01:37:35
8,SLK2025,Smart Lock,check status,unlocked,2024-12-15 01:15:35
1,SCM7268,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:11:35
6,SCM0457,Smart Coffee Machine,start brewing,idle,2024-12-15 01:19:35
5,SCM0666,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:32:35
4,SS02501,Smart Scale,measure weight,measuring,2024-12-15 00:42:35
8,SCM8737,Smart Coffee Machine,start brewing,idle,2024-12-15 00:59:35
8,SS03204,Smart Scale,check BMI,idle,2024-12-15 01:05:35
3,SCM2169,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:52:35
3,SP03197,Smart Plug,check power consumption,off,2024-12-15 00:59:35
9,SH04601,Smart Hub,check device status,disconnected,2024-12-15 01:27:35
8,SSC7765,Smart Security Camera,rotate camera,recording,2024-12-15 00:52:35
1,F003468,Fridge,door open,powered on,2024-12-15 00:50:35
4,F007328,Fridge,door close,powered on,2024-12-15 01:12:35
7,SS07447,Smart Scale,check BMI,idle,2024-12-15 00:51:35
2,SS05701,Smart Scale,check BMI,idle,2024-12-15 00:44:35
2,SP09457,Smart Plug,turn off,on,2024-12-15 01:41:35
4,SLK5575,Smart Lock,check status,locked,2024-12-15 01:00:35
6,T000416,TV,channel change,on,2024-12-15 01:17:35
1,SH09506,Smart Hub,add new device,connected,2024-12-15 00:46:35
6,SLK5430,Smart Lock,unlock,locked,2024-12-15 00:56:35
4,SP03835,Smart Plug,check power consumption,on,2024-12-15 01:30:35
6,SCM5627,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:11:35
6,SS07140,Smart Scale,check BMI,measuring,2024-12-15 01:39:35
6,SL02429,Smart Light,color change,on,2024-12-15 01:38:35
3,SCM4425,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:06:35
7,SS06371,Smart Scale,check BMI,idle,2024-12-15 01:27:35
5,SCM7308,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:53:35
2,SP07083,Smart Plug,check power consumption,off,2024-12-15 01:32:35
4,SP01421,Smart Plug,turn on,off,2024-12-15 01:24:35
5,SSC5575,Smart Security Camera,rotate camera,idle,2024-12-15 01:26:35
4,V002973,Vacuum,battery check,idle,2024-12-15 01:12:35
4,SCM7364,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:58:35
6,V002582,Vacuum,stop cleaning,cleaning,2024-12-15 01:10:35
4,SH00339,Smart Hub,add new device,connected,2024-12-15 01:28:35
4,SLK7817,Smart Lock,check status,locking in progress,2024-12-15 01:25:35
2,SLK5609,Smart Lock,check status,locked,2024-12-15 00:53:35
6,SLK7258,Smart Lock,lock,unlocked,2024-12-15 01:11:35
5,SH04658,Smart Hub,reconnect,disconnected,2024-12-15 01:17:35
3,T003345,TV,channel change,on,2024-12-15 00:58:35
7,AC04366,Air Conditioner,temperature change,powered on,2024-12-15 01:38:35
3,SCM6109,Smart Coffee Machine,start brewing,idle,2024-12-15 01:34:35
2,SLK2815,Smart Lock,check status,locked,2024-12-15 01:18:35
3,AC03438,Air Conditioner,mode change,powered on,2024-12-15 01:35:35
3,SSC1731,Smart Security Camera,stop recording,recording,2024-12-15 00:53:35
7,SCM1374,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:37:35
8,SSC4002,Smart Security Camera,start recording,idle,2024-12-15 01:08:35
8,SS02178,Smart Scale,check BMI,idle,2024-12-15 01:26:35
8,SS09717,Smart Scale,check BMI,measuring,2024-12-15 01:20:35
2,SS05528,Smart Scale,measure weight,measuring,2024-12-15 00:44:35
1,SCM5708,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:58:35
1,AC08005,Air Conditioner,fan speed change,powered on,2024-12-15 01:39:35
3,SS03236,Smart Scale,check BMI,idle,2024-12-15 00:54:35
3,SS02906,Smart Scale,check BMI,idle,2024-12-15 01:18:35
3,SLK5701,Smart Lock,lock,unlocked,2024-12-15 01:02:35
2,SCM8793,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:14:35
7,SCM7468,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:27:35
3,SP09302,Smart Plug,check power consumption,on,2024-12-15 01:10:35
7,SSC9272,Smart Security Camera,stop recording,recording,2024-12-15 00:52:35
4,SCM3019,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:31:35
3,SS06247,Smart Scale,check BMI,idle,2024-12-15 01:19:35
4,SSC3501,Smart Security Camera,start recording,idle,2024-12-15 01:38:35
3,SSC7262,Smart Security Camera,stop recording,recording,2024-12-15 01:21:35
9,SH09014,Smart Hub,add new device,connected,2024-12-15 00:58:35
4,SP06723,Smart Plug,turn off,on,2024-12-15 01:34:35
6,SH03135,Smart Hub,reconnect,disconnected,2024-12-15 01:19:35
6,SH06442,Smart Hub,check device status,connected,2024-12-15 00:53:35
1,SSC3952,Smart Security Camera,stop recording,recording,2024-12-15 01:36:35
3,SSC1435,Smart Security Camera,start recording,idle,2024-12-15 01:24:35
4,SP06964,Smart Plug,check power consumption,on,2024-12-15 01:11:35
4,AC08910,Air Conditioner,mode change,powered on,2024-12-15 00:58:35
7,SSC4250,Smart Security Camera,rotate camera,idle,2024-12-15 00:46:35
7,F005080,Fridge,door close,powered on,2024-12-15 00:57:35
2,SS08971,Smart Scale,check BMI,idle,2024-12-15 01:21:35
3,AC02811,Air Conditioner,mode change,powered on,2024-12-15 00:47:35
9,AC07149,Air Conditioner,fan speed change,powered on,2024-12-15 00:50:35
3,AC07065,Air Conditioner,temperature change,powered on,2024-12-15 01:14:35
8,SCM3873,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:13:35
1,T002063,TV,volume change,on,2024-12-15 01:01:35
3,SCM3599,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:35:35
4,SCM9152,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:04:35
2,SL09573,Smart Light,brightness change,on,2024-12-15 01:08:35
9,F003602,Fridge,temperature change,powered on,2024-12-15 01:14:35
6,SS09212,Smart Scale,check BMI,measuring,2024-12-15 01:05:35
6,SCM5306,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:21:35
1,SP00872,Smart Plug,turn on,off,2024-12-15 00:58:35
1,SSC8439,Smart Security Camera,stop recording,recording,2024-12-15 01:27:35
9,V005159,Vacuum,stop cleaning,cleaning,2024-12-15 00:42:35
7,SP04518,Smart Plug,turn off,on,2024-12-15 01:00:35
1,SCM1875,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:17:35
3,SSC3544,Smart Security Camera,rotate camera,recording,2024-12-15 00:50:35
4,V009772,Vacuum,start cleaning,idle,2024-12-15 01:24:35
5,F005077,Fridge,temperature change,powered on,2024-12-15 00:43:35
4,SH00980,Smart Hub,check device status,connected,2024-12-15 00:58:35
8,SP06883,Smart Plug,turn on,off,2024-12-15 00:57:35
9,SL04241,Smart Light,mode change,on,2024-12-15 01:15:35
8,SLK4762,Smart Lock,lock,locking in progress,2024-12-15 01:41:35
6,F005506,Fridge,door open,powered on,2024-12-15 01:26:35
4,F004707,Fridge,door close,powered on,2024-12-15 01:09:35
3,SL04571,Smart Light,brightness change,on,2024-12-15 01:28:35
4,SCM8730,Smart Coffee Machine,start brewing,idle,2024-12-15 01:19:35
3,T005829,TV,channel change,on,2024-12-15 01:35:35
1,SP05610,Smart Plug,turn off,on,2024-12-15 01:19:35
9,V007697,Vacuum,stop cleaning,cleaning,2024-12-15 01:25:35
2,AC02173,Air Conditioner,fan speed change,powered on,2024-12-15 01:31:35
9,SCM9415,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:10:35
2,SSC9813,Smart Security Camera,rotate camera,recording,2024-12-15 01:16:35
6,SS01288,Smart Scale,check BMI,idle,2024-12-15 00:44:35
7,SS08890,Smart Scale,check BMI,measuring,2024-12-15 00:59:35
3,V005474,Vacuum,stop cleaning,cleaning,2024-12-15 01:13:35
1,F008430,Fridge,temperature change,powered on,2024-12-15 01:33:35
5,SL01138,Smart Light,mode change,on,2024-12-15 01:18:35
7,AC07730,Air Conditioner,fan speed change,powered on,2024-12-15 01:13:35
4,SP03047,Smart Plug,turn on,off,2024-12-15 01:24:35
5,SP00507,Smart Plug,turn on,off,2024-12-15 00:59:35
